time,fp,fpn,fpd,pcp,pcpn,pcpd,tp,tpn,tpd
2.30999999999999,438.467818065167,438.219781473873,450.381673914848,3.66234608529393,4.03669171653213,8.4632197825976,9.99396233413833,9.65216576049509,10.4176150748234
2.31999999999999,438.732232372368,440.11909342963,454.030772502889,3.66408484181985,4.37902428830146,7.11853769064118,9.99393408918484,9.93750075990279,10.9247129820941
2.32999999999999,438.995878390031,436.490414821625,450.523306033894,3.66581835748777,1.97877263717374,6.612102429202,9.99390584491295,9.68797815620985,9.90931755665236
2.33999999999999,439.25875986367,438.523721362504,450.622535436682,3.66754665905983,2.57708443740906,9.01560497094713,9.99387760132051,9.98619395038338,10.6267048042397
2.34999999999999,439.520880511644,439.22041158171,453.748323723753,3.66926977307758,4.47015647165245,7.05126989417159,9.99384935840541,9.73401855501925,10.1382793442208
2.35999999999999,439.782244025507,441.013588553141,450.486413257831,3.67098772586596,3.02032594454915,5.8097079509818,9.99382111616554,10.012336160605,10.6641158276806
2.36999999999999,440.042854070344,438.850664664065,454.157956932263,3.67270054353699,3.17741069211462,7.31248041416319,9.99379287459878,9.78522774765988,10.357325469074
2.37999999999999,440.302714285099,442.969300716841,456.238047522163,3.67440825199342,3.73910778795207,7.23585633515828,9.99376463370303,9.88956108371761,10.173955158537
2.38999999999999,440.5618282829,439.266331696046,452.884389630749,3.67611087693224,3.80119536588135,6.37703611531893,9.99373639347622,9.97425344270131,10.5015303519913
2.39999999999999,440.820199651362,441.629166358085,450.490029943104,3.67780844384797,4.46409247233724,7.48548027634758,9.99370815391624,9.81792999554244,10.571834433567
2.40999999999999,441.077831952894,439.945459350299,455.69292733785,3.67950097803597,4.51199124401409,6.88434804709522,9.99367991502105,9.92662866508599,10.0570787504131
2.41999999999999,441.334728724987,438.390629749145,455.524819400936,3.68118850459552,2.81440313931873,7.09488229296839,9.99365167678856,9.79889017860761,10.2465783684718
2.42999999999999,441.590893480503,445.512847677187,454.582470801155,3.68287104843285,4.1888689667001,7.10074580315271,9.99362343921672,9.86187673821954,10.3709811782268
2.43999999999999,441.846329707948,440.660405219507,454.536411266446,3.68454863426403,4.42377519970091,6.82878574053586,9.9935952023035,10.0666159708267,9.95525692102681
2.44999999999999,442.101040871747,439.147899029805,454.020098602269,3.68622128661783,4.96645560961609,7.12361576772569,9.99356696604686,9.99798721200209,9.61935531324055
2.45999999999999,442.355030412503,441.22124568884,454.223952082699,3.68788902983838,4.10102593435249,5.37042999900532,9.99353873044476,9.62897719076655,10.3987290960121
2.46999999999999,442.608301747259,436.97922545349,456.381229998761,3.68955188808783,2.93972171852426,6.6475416040525,9.99351049549519,10.3194702746297,10.8453045791113
